income,delta,predict,islow
2620.83,206.0566833,2414.77,0
2560.55,158.7094799,2401.84,0
2588.33,39.30859113,2549.02,0
2625.73,-412.986958,3038.72,1
2475,-23.97238465,2498.97,0
2416.33,-181.7567092,2598.09,0
2587.18,-391.1615385,2978.34,1
2668,-31.1789161,2699.18,0
2393.75,288.4313141,2105.32,0
2750,-256.4228365,3006.42,1
2356.33,-0.424884793,2356.75,0
2720.6,-204.8352053,2925.44,1
2567.4,-80.33259074,2647.73,0
2361.25,-486.3652366,2847.62,1
2689.5,-219.780251,2909.28,1
2708.81,79.86569986,2628.94,0
2497,-82.01966914,2579.02,0
2505.36,-102.2461771,2607.61,0
2505.33,-336.6831719,2842.01,1
2422.2,-485.0323731,2907.23,1
2411.39,-109.8370543,2521.23,0
2393.75,335.0945208,2058.66,0
2570.5,2.930761758,2567.57,0
2683.33,297.2880835,2386.04,0
2678.5,13.6415704,2664.86,0
2666.67,161.4736233,2505.20,0
2628.75,116.8191721,2511.93,0
2416.67,-38.71722766,2455.39,0
2728.25,301.0143549,2427.24,0
2379.57,1.792444414,2377.78,0
2500,-496.5360866,2996.54,1
2437.58,-315.821602,2753.40,1
2379,-103.2809142,2482.28,0
2596.67,117.2635713,2479.41,0
2586,36.24626075,2549.75,0
2449.46,214.8700414,2234.59,0
2638.5,-161.0578943,2799.56,0
2512.95,-155.2494092,2668.20,0
2547.5,219.7238529,2327.78,0
2547.55,246.6817611,2300.87,0
2365.83,194.3333163,2171.50,0
2448.2,-404.8971478,2853.10,1
2700,81.6394725,2618.36,0
2509.14,193.5105225,2315.63,0
2713.13,204.0475938,2509.08,0
2515.43,60.16088699,2455.27,0
2403.33,-237.5690693,2640.90,1
2527.5,-189.7458787,2717.25,0
2535,231.1934346,2303.81,0
2618.5,78.44867486,2540.05,0
2506.67,-170.8612767,2677.53,0
2658.87,-243.9218482,2902.79,1
2566.75,-109.6221198,2676.37,0
2605,-62.62549999,2667.63,0
2666.67,-217.3132388,2883.98,1
2562.5,99.7963142,2462.70,0
2684.67,-4.25882103,2688.93,0
2434.67,-299.273666,2733.94,1
2570.7,190.8759212,2379.82,0
2381.25,198.1275346,2183.12,0
2382.83,336.2130896,2046.62,0
2737.18,264.8274421,2472.35,0
2525.25,-52.82095744,2578.07,0
2533.33,-90.3814071,2623.71,0
2389.17,-9.493108331,2398.66,0
2646,233.0529643,2412.95,0
2614.4,-11.41818638,2625.82,0
2515.18,-93.23893573,2608.42,0
2742.25,-276.3311432,3018.58,1
2563,-110.8014819,2673.80,0
2371.13,171.1694361,2199.96,0
2415,227.7488407,2187.25,0
2655.25,-23.05538994,2678.31,0
2674.33,-265.2755939,2939.61,1
2516.17,617.7525741,1898.42,0
2443.75,-159.6633659,2603.41,0
2431.75,-13.89427613,2445.64,0
2477.85,-125.9984054,2603.85,0
2456,-19.29607567,2475.30,0
2460,-189.4721887,2649.47,0
2445,317.5081173,2127.49,0
2660,337.4263002,2322.57,0
2705,208.3673351,2496.63,0
2620.96,175.6071063,2445.35,0
2420.33,184.3556393,2235.97,0
2678.75,-70.41751538,2749.17,0
2356.67,152.1742492,2204.50,0
2667.41,-42.8452905,2710.26,0
2605,-179.5796824,2784.58,0
2386.18,75.99819636,2310.18,0
2386.5,13.10773897,2373.39,0
2708.5,98.98784063,2609.51,0
2553.6,-55.25223021,2608.85,0
2381.17,145.0135958,2236.16,0
2740.17,-54.67070839,2794.84,0
2555,208.9628653,2346.04,0
2570,-36.87423355,2606.87,0
2360.75,-320.4565197,2681.21,1
2486.93,91.96227769,2394.97,0
2572.67,99.75650077,2472.91,0
2495,124.2267473,2370.77,0
2528.33,352.5792288,2175.75,0
2367,272.3640665,2094.64,0
2370.17,74.8189136,2295.35,0
2634,-240.7811236,2874.78,1
2494,176.5553372,2317.44,0
2553.33,-265.9204283,2819.25,1
2660,-46.15499997,2706.15,0
2404.67,-146.3566732,2551.03,0
2678.17,397.4338779,2280.74,0
2469,225.0921729,2243.91,0
2450,-274.0506593,2724.05,1
2486,193.5046988,2292.50,0
2610,-97.04823751,2707.05,0
2695.41,-91.6676282,2787.08,0
2725,25.91272389,2699.09,0
2505,-51.70291515,2556.70,0
2441.5,128.2672415,2313.23,0
2600,63.86780092,2536.13,0
2550.63,-314.4054997,2865.04,1
2368.75,323.1616676,2045.59,0
2518.8,338.9893843,2179.81,0
2673.33,-148.9823613,2822.31,0
2424,8.462032575,2415.54,0
2386,-67.87586569,2453.88,0
2382.5,-108.8771989,2491.38,0
2656.48,237.4918555,2418.99,0
2700,164.5791352,2535.42,0
2490,451.0027847,2039.00,0
2565.62,-46.24116802,2611.86,0
2675.75,330.7341949,2345.02,0
2480,-59.37572916,2539.38,0
2543.25,368.3066728,2174.94,0
2450,95.32624804,2354.67,0
2533.11,-158.2641438,2691.37,0
2351,-181.1146856,2532.11,0
2650,61.05415545,2588.95,0
2453,-123.6197184,2576.62,0
2500,-183.5848013,2683.58,0
2377.34,-9.484826506,2386.82,0
2566.67,-173.0731786,2739.74,0
2385,141.1529568,2243.85,0
2696.67,-32.00631921,2728.68,0
2372.5,-513.9301806,2886.43,1
2483,-159.9025477,2642.90,0
2362,201.6186774,2160.38,0
2431,-205.9211177,2636.92,1
2475,55.2211296,2419.78,0
2490,-311.5010045,2801.50,1
2602,275.1978881,2326.80,0
2445,-277.9139736,2722.91,1
2650,-15.77630833,2665.78,0
2496.67,156.7202253,2339.95,0
2491.33,247.6914577,2243.64,0
2714,450.7631462,2263.24,0
2550,-10.69481515,2560.69,0
2500,135.1115186,2364.89,0
2356.12,-248.603661,2604.72,1
2583.25,-4.888155714,2588.14,0
2648.44,-211.9001291,2860.34,1
2722,-67.78680057,2789.79,0
2373.33,213.2610997,2160.07,0
2491.25,220.9057212,2270.34,0
2500,-544.281623,3044.28,1
2526,-281.3978406,2807.40,1
2500,-627.3439907,3127.34,1
2600.21,-142.2972536,2742.51,0
2397,-215.9456988,2612.95,1
2748.62,295.0238052,2453.60,0
2362,-67.79723218,2429.80,0
2728.67,230.1955069,2498.47,0
2510.63,-478.6535293,2989.28,1
2626.5,345.7959653,2280.70,0
2434.49,-259.5805254,2694.07,1
2530,102.6692871,2427.33,0
2524.91,7.1803606,2517.73,0
2440,154.7232432,2285.28,0
2362.37,45.77504806,2316.59,0
2585,467.7025872,2117.30,0
2552.5,-345.4667677,2897.97,1
2460,59.62316232,2400.38,0
2470.13,-2.330118715,2472.46,0
2419,31.69413006,2387.31,0
2365.35,-199.6255864,2564.98,0
2453.45,585.3823,1868.07,0
2373.33,-114.8374832,2488.17,0
2446.67,-34.22990895,2480.90,0
2657.5,271.5166484,2385.98,0
2472.5,-528.2542915,3000.75,1
2677.5,186.6635212,2490.84,0
2577.02,272.5036329,2304.52,0
2605,60.10098931,2544.90,0
2510,51.36391509,2458.64,0
2393,536.057048,1856.94,0
2458.33,141.2614346,2317.07,0
2750,316.1132609,2433.89,0
2383.87,-134.9742393,2518.84,0
2688.75,-114.2546785,2803.00,0
2376,-21.29549278,2397.30,0
2439.67,64.82288401,2374.85,0
2450,82.33801256,2367.66,0
2544,100.9173076,2443.08,0
2676.67,102.7814947,2573.89,0
2666,56.28739433,2609.71,0
2413.75,26.15491096,2387.60,0
2400,20.56945178,2379.43,0
2661.4,-134.9624823,2796.36,0
2700,293.2081746,2406.79,0
2371.25,448.616165,1922.63,0
2383.33,-246.5718511,2629.90,1
2417.67,6.355005836,2411.31,0
2392.58,244.8903029,2147.69,0
2471.5,337.7994328,2133.70,0
2513,44.06666858,2468.93,0
2376.33,-235.0396037,2611.37,1
2582,243.6709378,2338.33,0
2354.81,-121.6323993,2476.44,0
2403.5,162.4912533,2241.01,0
2656.67,267.4982879,2389.17,0
2422.22,102.3533768,2319.87,0
2575,417.036272,2157.96,0
2526.5,259.0503112,2267.45,0
2361.33,-214.714639,2576.04,1
2392.6,-24.83973157,2417.44,0
2409,493.2334681,1915.77,0
2681,-103.3835356,2784.38,0
2373.56,-49.04716717,2422.61,0
2575,72.45897501,2502.54,0
2737.2,69.18323315,2668.02,0
2657.39,249.5324304,2407.86,0
2364.13,230.9440042,2133.19,0
2676.67,-52.44774759,2729.12,0
2480,81.33365274,2398.67,0
2545,341.3431649,2203.66,0
2404.59,227.1350571,2177.45,0
2656.67,-192.7192313,2849.39,0
2582.85,81.31719774,2501.53,0
2595.61,273.2286478,2322.38,0
2536.17,28.69550508,2507.47,0
2360,-174.3162666,2534.32,0
2495,107.0190449,2387.98,0
2543.33,-758.8082455,3302.14,1
2639.25,-83.90556343,2723.16,0
2418.1,72.72064667,2345.38,0
2392,-280.7849563,2672.78,1
2498.17,278.1493081,2220.02,0
2500,-254.6403743,2754.64,1
2491.49,-73.53255961,2565.02,0
2545,24.96615895,2520.03,0
2354.67,-216.0650016,2570.74,1
2733.6,-395.0737367,3128.67,1
2400,234.2121709,2165.79,0
2500,253.5232627,2246.48,0
2553.33,-220.7210486,2774.05,1
2500,36.65220941,2463.35,0
2450,111.7669198,2338.23,0
2380.63,11.50132301,2369.13,0
2350,63.12176626,2286.88,0
2666.67,145.6191486,2521.05,0
2470,-321.9298107,2791.93,1
2471.75,15.1704136,2456.58,0
2639.5,-551.4825445,3190.98,1
2438.8,-90.91163465,2529.71,0
2416.67,-45.67056137,2462.34,0
2365,148.001159,2217.00,0
2632,-101.8827885,2733.88,0
2710,-225.2517065,2935.25,1
2724,143.0759118,2580.92,0
2443.4,174.1992067,2269.20,0
2540,-199.8725578,2739.87,0
2418,150.9013743,2267.10,0
2386.25,-166.0190617,2552.27,0
2640,189.0186983,2450.98,0
2666.67,-218.0214838,2884.69,1
2538,25.31105934,2512.69,0
2500,118.4944347,2381.51,0
2633,407.2205307,2225.78,0
2592,268.3680499,2323.63,0
2498.43,-306.4015891,2804.83,1
2650,56.76962884,2593.23,0
2352,-353.4977325,2705.50,1
2458.75,429.0678617,2029.68,0
2460,226.0061611,2233.99,0
2481.5,60.05697323,2421.44,0
2481,321.6866738,2159.31,0
2662.5,364.7891542,2297.71,0
2514.4,0.679683846,2513.72,0
2711.67,-539.5068029,3251.18,1
2418.33,19.49416386,2398.84,0
2446.11,144.0225568,2302.09,0
2636.75,-57.04319769,2693.79,0
2376,179.7584719,2196.24,0
2372,171.4911769,2200.51,0
2429.8,-402.1988913,2832.00,1
2639.33,-108.922659,2748.25,0
2420,-494.6531771,2914.65,1
2462.5,219.2121551,2243.29,0
2601.25,150.3042114,2450.95,0
2609.23,-136.2241539,2745.45,0
2420.08,265.9615208,2154.12,0
2373.33,-534.5197612,2907.85,1
2465.53,58.50137079,2407.03,0
2682.2,-618.6267866,3300.83,1
2562.33,28.24426783,2534.09,0
2430,254.3432779,2175.66,0
2386.67,-52.02867367,2438.70,0
2454.38,224.925731,2229.45,0
2450,-46.56889372,2496.57,0
2604.88,-31.90679924,2636.79,0
2446.75,262.9668678,2183.78,0
2388,250.2770595,2137.72,0
2551.33,289.1896773,2262.14,0
2489.38,330.0937463,2159.29,0
2447.53,141.6480334,2305.88,0
2688.13,13.53229106,2674.60,0
2747,92.27221238,2654.73,0
2481.75,210.504723,2271.25,0
2546,-119.8038331,2665.80,0
2517.5,155.4407059,2362.06,0
2417.34,281.035849,2136.30,0
2512.5,-59.30438412,2571.80,0
2368,20.28071166,2347.72,0
2687.5,26.43554316,2661.06,0
2581.26,-50.17871715,2631.44,0
2516.67,-50.94557735,2567.62,0
2672.25,225.3066201,2446.94,0
2555,642.1707326,1912.83,0
2425,-121.275086,2546.28,0
2706.67,270.2334743,2436.44,0
2510,114.9746892,2395.03,0
2373.75,227.5933957,2146.16,0
2370,192.5041479,2177.50,0
2359.33,-273.7869158,2633.12,1
2416.58,218.4044671,2198.18,0
2453.02,298.6246086,2154.40,0
2401,100.6665507,2300.33,0
2509.27,-195.0571286,2704.33,0
2570,307.5876412,2262.41,0
2749.6,244.4313828,2505.17,0
2541.25,-0.598181011,2541.85,0
2403.25,101.451431,2301.80,0
2630.5,-125.2423812,2755.74,0
2454.69,-126.8354221,2581.53,0
2678.5,-117.0063,2795.51,0
2475.83,-325.8641497,2801.69,1
2393.33,84.04086939,2309.29,0
2660.35,102.1056745,2558.24,0
2400,226.2415191,2173.76,0
2679.25,-10.09546484,2689.35,0
2687.5,170.3670164,2517.13,0
2464,-14.84455993,2478.84,0
2471.75,-100.7679315,2572.52,0
2360,327.945044,2032.05,0
2700,-224.9991893,2925.00,1
2676.86,-412.0717611,3088.93,1
2642,184.684202,2457.32,0
2548.22,246.8509351,2301.37,0
2588,-82.69073607,2670.69,0
2431.33,-9.346016255,2440.68,0
2421.18,-475.0169247,2896.20,1
2496.67,-33.46462622,2530.13,0
2431.75,-77.74652767,2509.50,0
2548.8,24.38653207,2524.41,0
2375,158.6090669,2216.39,0
2487.19,81.55019455,2405.64,0
2565.5,-74.30769877,2639.81,0
2649.5,-141.2062801,2790.71,0
2496.67,-217.034984,2713.70,1
2437.1,204.7518343,2232.35,0
2605.63,-294.0767271,2899.71,1
2648,88.17156544,2559.83,0
2666.67,125.2783076,2541.39,0
2625.2,-210.5565772,2835.76,1
2442.99,138.9993875,2303.99,0
2702.33,-204.0996527,2906.43,1
2441,-161.5512576,2602.55,0
2600,-173.0869585,2773.09,0
2360,88.40839717,2271.59,0
2623,36.86429747,2586.14,0
2656.25,-200.2219908,2856.47,1
2456.67,11.76523957,2444.90,0
2395.1,-166.922708,2562.02,0
2355,209.1883847,2145.81,0
2526.2,87.53191046,2438.67,0
2472.4,-71.59571846,2544.00,0
2351.99,-247.6728469,2599.66,1
2416.38,-312.1322081,2728.51,1
2747.32,181.8611,2565.46,0
2470.57,-201.1247058,2671.69,1
2533.33,-85.00874258,2618.34,0
2581.25,318.3141015,2262.94,0
2537.33,67.42110795,2469.91,0
2482.75,-513.7082356,2996.46,1
2742.68,247.2566911,2495.42,0
2449.33,271.0867754,2178.24,0
2559.75,-62.75051891,2622.50,0
2479.62,147.7474803,2331.87,0
2686.32,19.07049459,2667.25,0
2726.75,260.4390905,2466.31,0
2353.33,53.3644426,2299.97,0
2388.33,-2.67794018,2391.01,0
2415,151.9293234,2263.07,0
2448.33,-199.419283,2647.75,0
2554.9,59.57427367,2495.33,0
2500,77.74554056,2422.25,0
2697.34,-161.4374515,2858.78,0
2486.71,-207.7320078,2694.44,1
2526.83,-115.8706131,2642.70,0
2359.88,0.125130881,2359.75,0
2682.67,-199.8875874,2882.56,0
2665.33,12.33327026,2653.00,0
2490.67,-65.67123811,2556.34,0
2384,212.5031616,2171.50,0
2662,-12.74745631,2674.75,0
2436,-152.4326736,2588.43,0
2441.1,212.717421,2228.38,0
2687.67,275.1034589,2412.57,0
2497.5,451.6958675,2045.80,0
2494.1,207.8338883,2286.27,0
2429.17,99.2606953,2329.91,0
2401.67,109.2491163,2292.42,0
2549,133.6219462,2415.38,0
2648.93,296.1543847,2352.78,0
2485,204.8662116,2280.13,0
2651.25,-431.1111281,3082.36,1
2731.86,28.37641305,2703.48,0
2662.8,96.81031001,2565.99,0
2507.67,241.3244044,2266.35,0
2614.67,-99.04121063,2713.71,0
2396,55.5429333,2340.46,0
2397.83,-41.39408742,2439.22,0
2384.68,169.4791434,2215.20,0
2381.98,500.8995121,1881.08,0
2720.6,456.9971024,2263.60,0
2660.68,-12.89863173,2673.58,0
2357.25,236.8352053,2120.41,0
2568.73,53.58386948,2515.15,0
2709.5,272.8116946,2436.69,0
2454.5,32.78774419,2421.71,0
2403.6,431.0766826,1972.52,0
2571.75,418.1731272,2153.58,0
2441.86,-56.19880347,2498.06,0
2518.25,-477.3664298,2995.62,1
2600,-298.9461285,2898.95,1
2640.5,88.16569324,2552.33,0
2634,-370.1639534,3004.16,1
2387,-229.7993033,2616.80,1
2358.01,-82.87503184,2440.89,0
2425.75,-116.4574922,2542.21,0
2538.33,-62.52712618,2600.86,0
2546.8,473.0639702,2073.74,0
2533.26,106.5069509,2426.75,0
2730,464.3573217,2265.64,0
2564.5,610.1870134,1954.31,0
2546.75,-259.2983251,2806.05,1
2441.67,-467.4641248,2909.13,1
2642.6,171.4084577,2471.19,0
2464,15.74047135,2448.26,0
2483.5,58.99368972,2424.51,0
2529.15,171.1093947,2358.04,0
2440,13.75018443,2426.25,0
2666.67,-14.68442021,2681.35,0
2462.8,85.10923584,2377.69,0
2581.92,134.7156449,2447.20,0
2660,466.0707664,2193.93,0
2729.72,24.70694473,2705.01,0
2553.75,378.9587904,2174.79,0
2496.5,48.29235603,2448.21,0
2365,-166.3006531,2531.30,0
2672.5,25.55668244,2646.94,0
2650,625.7043412,2024.30,0
2380,630.5168595,1749.48,0
2675,14.7881782,2660.21,0
2544.4,-35.80987007,2580.21,0
2529,-64.99946156,2594.00,0
2533.75,298.0247766,2235.73,0
2357.75,288.0208242,2069.73,0
2517.52,-73.13456347,2590.65,0
2524,601.9605627,1922.04,0
2680.67,-137.7301816,2818.40,0
2425.37,96.58208931,2328.79,0
2604.18,-306.2628088,2910.44,1
2354.4,-422.5958508,2777.00,1
2361.75,187.6088566,2174.14,0
2395.7,365.867387,2029.83,0
2481,-284.5744998,2765.57,1
2402.76,307.7859553,2094.97,0
2459.67,160.7792429,2298.89,0
2421,265.8813986,2155.12,0
2584,-251.5482323,2835.55,1
2554.38,216.7474374,2337.63,0
2696.5,-150.6391995,2847.14,0
2637.13,287.6527628,2349.48,0
2424.5,85.15797389,2339.34,0
2556,152.7369998,2403.26,0
2660,-31.74552818,2691.75,0
2590,204.6578582,2385.34,0
2410,18.27852448,2391.72,0
2710.75,196.2949399,2514.46,0
2561.33,-142.1461563,2703.48,0
2666.67,-106.7564766,2773.43,0
2542,89.27286243,2452.73,0
2510,314.6312706,2195.37,0
2420,-49.39054628,2469.39,0
2372,303.9241237,2068.08,0
2547.5,-201.6040588,2749.10,1
2453.72,-274.4503518,2728.17,1
2395,43.65547888,2351.34,0
2472,-358.3984788,2830.40,1
2450,293.5565514,2156.44,0
2583.5,-79.10438511,2662.60,0
2621.5,488.9169494,2132.58,0
2585,-291.9241352,2876.92,1
2608.5,-401.3804284,3009.88,1
2542.47,-35.69054982,2578.16,0
2535.33,-314.7560689,2850.09,1
2554.25,-37.57147836,2591.82,0
2585,-399.1968548,2984.20,1
2536.75,-2.740612141,2539.49,0
2534.4,244.0555281,2290.34,0
2570,-319.144421,2889.14,1
2729.23,50.20165411,2679.03,0
2483.5,-155.5543398,2639.05,0
2514.5,-2.830136901,2517.33,0
2520.33,-193.4500473,2713.78,0
2483.5,289.8037477,2193.70,0
2658.99,88.92836699,2570.06,0
2388,-148.5820378,2536.58,0
2520,-522.5218601,3042.52,1
2626.33,-161.7355141,2788.07,0
2408,-16.67597023,2424.68,0
2725,-77.09598915,2802.10,0
2398,685.0578499,1712.94,0
2656,-197.9016361,2853.90,0
2743.33,-62.36485641,2805.69,0
2400.9,185.5957406,2215.30,0
2446,403.656285,2042.34,0
2600,733.5770281,1866.42,0
2488.14,-437.5497798,2925.69,1
2709.6,-315.1195614,3024.72,1
2713.63,350.4456242,2363.18,0
2641.17,-352.7342097,2993.90,1
2510,-248.0312611,2758.03,1
2703.23,-6.270194041,2709.50,0
2378.67,102.308415,2276.36,0
2556,-317.6942883,2873.69,1
2705.67,50.07151642,2655.60,0
2407.27,-110.8565531,2518.13,0
2495.3,107.1153646,2388.18,0
2703.5,192.6294734,2510.87,0
2422.5,235.7324616,2186.77,0
2454.25,90.23433105,2364.02,0
2680,469.8679124,2210.13,0
2430.67,-480.7218924,2911.39,1
2415.38,-289.7553892,2705.14,1
2483,216.9499897,2266.05,0
2562.13,-331.6268699,2893.76,1
2662.5,103.7590213,2558.74,0
2413.75,125.7093582,2288.04,0
2490.63,-85.2155972,2575.85,0
2407.17,210.8363706,2196.33,0
2547.5,-102.0251374,2649.53,0
2580,150.0698419,2429.93,0
2395,362.0359938,2032.96,0
2487.5,-188.4848772,2675.98,0
2428.5,315.0860538,2113.41,0
2411.83,308.7745318,2103.06,0
2480.5,46.80356573,2433.70,0
2581.67,-352.1343942,2933.80,1
2455.5,-49.68505001,2505.19,0
2576.5,-160.9600069,2737.46,0
2591.2,21.0828385,2570.12,0
2690,-68.90465601,2758.90,0
2409.45,1.443921976,2408.01,0
2670,-132.4051235,2802.41,0
2470,-38.76454245,2508.76,0
2365.33,-131.6257196,2496.96,0
2413,431.2393611,1981.76,0
2526.25,-164.1569329,2690.41,0
2458.5,-392.8731382,2851.37,1
2655,-164.7392535,2819.74,0
2539,-239.0547138,2778.05,1
2353.33,127.4580736,2225.87,0
2351.93,94.64463703,2257.29,0
2501.63,-73.41047747,2575.04,0
2400.03,-224.2194635,2624.25,1
2525.18,37.91281503,2487.27,0
2640,132.769322,2507.23,0
2508.13,-221.6296179,2729.76,1
2375,-87.68133333,2462.68,0
2385,-172.9036417,2557.90,0
2588,180.0372452,2407.96,0
2372,26.49807703,2345.50,0
2426,-54.8895302,2480.89,0
2361,7.312751237,2353.69,0
2360,-7.634829893,2367.63,0
2554.07,-61.26080661,2615.33,0
2461.67,238.5456113,2223.12,0
2486.37,399.881592,2086.49,0
2513,-201.7402663,2714.74,1
2579,-152.9109541,2731.91,0
2406.67,2.936719963,2403.73,0
2416,48.34774968,2367.65,0
2378.5,-250.1684276,2628.67,1
2517,67.57052493,2449.43,0
2731.33,-32.80908102,2764.14,0
2508,237.7867917,2270.21,0
2520,8.082787313,2511.92,0
2441.67,73.98553086,2367.68,0
2734.82,-86.16632636,2820.99,0
2450,-109.4098112,2559.41,0
2530,80.84202337,2449.16,0
2663,-120.3690913,2783.37,0
2641,-93.28456487,2734.28,0
2477.13,102.8161416,2374.31,0
2422.22,-47.66935524,2469.89,0
2496.12,-512.4816524,3008.60,1
2737.33,184.5942369,2552.74,0
2561.33,96.78481953,2464.55,0
2589.17,-58.20359524,2647.37,0
2377.14,-85.78342764,2462.92,0
2540,274.8953268,2265.10,0
2608.33,-197.424457,2805.75,0
2491.75,-59.71710025,2551.47,0
2713,-214.9652848,2927.97,1
2408,163.7688163,2244.23,0
2563.17,-105.010936,2668.18,0
2492,401.0159176,2090.98,0
2490.55,-397.5809297,2888.13,1
2701.33,-26.09495616,2727.42,0
2666.67,-300.9823798,2967.65,1
2394.67,388.5807089,2006.09,0
2626.67,-242.0186708,2868.69,1
2478,178.3524579,2299.65,0
2442.78,-47.28309307,2490.06,0
2729.25,-313.81777,3043.07,1
2454.5,257.972393,2196.53,0
2360.8,90.63486169,2270.17,0
2460.33,-206.5500807,2666.88,1
2686.57,344.5697312,2342.00,0
2481.33,171.6178818,2309.71,0
2391.67,47.83814568,2343.83,0
2571,487.3619738,2083.64,0
2727.67,140.7368754,2586.93,0
2578.67,-79.31642985,2657.99,0
2570,-146.77871,2716.78,0
2474.2,33.61313229,2440.59,0
2614.53,-182.4340125,2796.96,0
2359.2,-6.070059301,2365.27,0
2624.23,-8.877766613,2633.11,0
2395,-174.4574688,2569.46,0
2428.5,-646.0347928,3074.53,1
2470,252.3105768,2217.69,0
2615.33,0.868342912,2614.46,0
2444.63,309.862408,2134.77,0
2474.38,-75.7058431,2550.09,0
2393.6,-153.9948265,2547.59,0
2544.75,-19.41206644,2564.16,0
2587.67,-272.3221005,2859.99,1
2361.2,-212.4033704,2573.60,1
2501,139.5422519,2361.46,0
2655,51.23490116,2603.77,0
2379.83,-162.9065272,2542.74,0
2605,19.78597725,2585.21,0
2512,-451.8538416,2963.85,1
2435.86,100.3919447,2335.47,0
2680,277.2981935,2402.70,0
2546.79,-157.3103579,2704.10,0
2626.67,195.4041195,2431.27,0
2546,386.0330855,2159.97,0
2415.1,120.8247883,2294.28,0
2553.35,-230.5767171,2783.93,1
2525,532.1632986,1992.84,0
2548.33,488.9212844,2059.41,0
2591,-29.48270295,2620.48,0
2458,76.77927144,2381.22,0
2575,-17.96012695,2592.96,0
2525,407.6181259,2117.38,0
2439.5,241.4970419,2198.00,0
2541,-179.5660617,2720.57,0
2553.82,-54.76131411,2608.58,0
2362.5,146.9422456,2215.56,0
2555.83,-135.168373,2691.00,0
2737,483.9430761,2253.06,0
2532.5,103.5223385,2428.98,0
2411.75,461.2336895,1950.52,0
2545,186.8266243,2358.17,0
2418.2,47.76862406,2370.43,0
2374.17,190.3266249,2183.84,0
2474.25,-229.7242551,2703.97,1
2385,139.0977701,2245.90,0
2432.4,94.18641511,2338.21,0
2392.5,50.82557479,2341.67,0
2581.4,412.6113278,2168.79,0
2653,227.780122,2425.22,0
2573,210.2341105,2362.77,0
2481,178.4234264,2302.58,0
2470,-162.6996107,2632.70,0
2376.25,-213.8675919,2590.12,1
2732.5,164.4429332,2568.06,0
2456,176.2205286,2279.78,0
2580,-322.2207704,2902.22,1
2402,146.5067438,2255.49,0
2406.83,-466.7090294,2873.54,1
2536,348.6061884,2187.39,0
2594,478.8795432,2115.12,0
2642.67,160.2173121,2482.45,0
2376.5,236.6769864,2139.82,0
2381.95,-135.8137532,2517.76,0
2600.7,-109.0691106,2709.77,0
2488.67,-286.7481298,2775.42,1
2353.25,-67.00088959,2420.25,0
2503,213.2538298,2289.75,0
2403.88,36.5751433,2367.30,0
2610.67,119.4777162,2491.19,0
2388.25,171.0847534,2217.17,0
2549,61.93248884,2487.07,0
2702,221.4462335,2480.55,0
2557.5,30.29152544,2527.21,0
2386.79,128.7357346,2258.05,0
2442.27,-176.1704426,2618.44,0
2423.68,182.4077023,2241.27,0
2661.25,118.1656157,2543.08,0
2526,-102.1394579,2628.14,0
2500,160.6097215,2339.39,0
2540,147.5967626,2392.40,0
2480,360.9234376,2119.08,0
2480,-70.5482785,2550.55,0
2641.5,-400.5756121,3042.08,1
2382.25,-65.11300952,2447.36,0
2363.88,333.5761004,2030.30,0
2630,44.57175205,2585.43,0
2385.5,-126.3825549,2511.88,0
2515,-325.581191,2840.58,1
2392.5,84.50779907,2307.99,0
2601,-269.8209091,2870.82,1
2393,-181.5693487,2574.57,0
2540,114.8526068,2425.15,0
2379.4,-578.3792529,2957.78,1
2750,43.10783363,2706.89,0
2365.96,-141.6483953,2507.61,0
2461,-147.2964537,2608.30,0
2590,-17.51689282,2607.52,0
2517.1,-445.7684248,2962.87,1
2651.5,-110.6691249,2762.17,0
2440.27,-0.103307256,2440.37,0
2375,-397.0468731,2772.05,1
2392,433.9872238,1958.01,0
2565,249.554797,2315.45,0
2409,328.8180989,2080.18,0
2593.75,-142.0890529,2735.84,0
2358,222.2028824,2135.80,0
2605.1,-50.91019033,2656.01,0
2561.67,5.489026664,2556.18,0
2489,321.5656224,2167.43,0
2372.25,-103.2159947,2475.47,0
2567,-43.77978261,2610.78,0
2387,286.2495011,2100.75,0
2397.5,134.9984359,2262.50,0
2449.33,-127.7366411,2577.07,0
2698.07,128.1577565,2569.91,0
2541.51,-59.15437435,2600.66,0
2721.17,535.5494917,2185.62,0
2500,-325.2091852,2825.21,1
2355.25,-126.2781114,2481.53,0
2706,-57.33857097,2763.34,0
2749.67,306.5749565,2443.10,0
2520,-104.2978048,2624.30,0
2353.6,375.2422672,1978.36,0
2606.07,204.0853138,2401.98,0
2515,-16.49236318,2531.49,0
2640,115.7637086,2524.24,0
2473.38,-25.1455741,2498.53,0
2568.91,255.3774937,2313.53,0
2547.5,-1.483362938,2548.98,0
2465.56,163.0458402,2302.51,0
2604.4,91.09747368,2513.30,0
2407,81.83110291,2325.17,0
2518.75,333.6682988,2185.08,0
2494.4,-379.0527394,2873.45,1
2408.13,-44.86500135,2453.00,0
2506,189.6960984,2316.30,0
2625,181.3083207,2443.69,0
2393.33,-67.36376738,2460.69,0
2351.8,15.8976538,2335.90,0
2539.07,86.56080446,2452.51,0
2502,77.14957139,2424.85,0
2445,72.26842496,2372.73,0
2598.5,4.338465691,2594.16,0
2636.67,98.47970854,2538.19,0
