income,delta,predict,islow
2395,-278.1382864,2673.14,1
2717.2,288.718362,2428.48,0
2414.25,-182.6180741,2596.87,0
2361,761.3003698,1599.70,0
2520.33,302.889197,2217.44,0
2390,-303.3825895,2693.38,1
2543,113.8339951,2429.17,0
2566.25,312.5793741,2253.67,0
2746,295.0036018,2451.00,0
2493.67,64.17971318,2429.49,0
2449.71,392.9006384,2056.81,0
2463.95,169.6586247,2294.29,0
2537.5,60.88018433,2476.62,0
2660.83,46.84427888,2613.99,0
2466.67,-509.4630885,2976.13,1
2365.8,32.49382071,2333.31,0
2417.25,-220.1206928,2637.37,1
2552.57,-266.7607947,2819.33,1
2568.75,196.3166489,2372.43,0
2467.25,212.5393672,2254.71,0
2398.42,-426.8464839,2825.27,1
2520.5,81.99967992,2438.50,0
2561.67,51.54451139,2510.13,0
2586,-253.2068528,2839.21,1
2460,-235.3889293,2695.39,1
2583,60.65455726,2522.35,0
2553.33,132.8816792,2420.45,0
2546.67,-201.279781,2747.95,1
2699.67,236.9134792,2462.76,0
2590.86,-151.9419619,2742.80,0
2440,-1.57252333,2441.57,0
2383.33,-16.00921382,2399.34,0
2501.42,25.53391466,2475.89,0
2462.5,94.32563916,2368.17,0
2412.83,51.89414313,2360.94,0
2496.15,65.37361282,2430.78,0
2695,275.3058922,2419.69,0
2702.5,-373.2528754,3075.75,1
2568.67,-12.79522552,2581.47,0
2580.33,-5.223308751,2585.55,0
2464.88,572.3147029,1892.57,0
2408.67,-169.6082629,2578.28,0
2466.74,-160.4421056,2627.18,0
2500,10.80671943,2489.19,0
2749.78,74.38430884,2675.40,0
2485.25,167.8330111,2317.42,0
2618,-63.35679565,2681.36,0
2408.87,53.03564974,2355.83,0
2453.33,-246.5449073,2699.87,1
2556.67,579.0030204,1977.67,0
2436.28,-81.43259153,2517.71,0
2652,95.07403668,2556.93,0
2431.5,423.237352,2008.26,0
2620,349.5798367,2270.42,0
2598.75,98.240194,2500.51,0
2384.25,-232.217773,2616.47,1
2645,3.45138321,2641.55,0
2471.03,-105.5921702,2576.62,0
2680.2,-429.642187,3109.84,1
2734.2,-70.16253375,2804.36,0
2362.64,36.23727243,2326.40,0
2715.44,-105.0645514,2820.50,0
2706.25,-67.02420958,2773.27,0
2565,121.2624342,2443.74,0
2691.36,358.3194884,2333.04,0
2527.2,-8.376229516,2535.58,0
2710,-369.2180862,3079.22,1
2378.33,7.276793588,2371.05,0
2497.5,-194.3438133,2691.84,0
2567.87,-279.0817418,2846.95,1
2494.5,-18.45273886,2512.95,0
2675,-230.4525619,2905.45,1
2517.5,179.6670008,2337.83,0
2696.5,212.9773289,2483.52,0
2625,41.33336076,2583.67,0
2458.67,-145.204177,2603.87,0
2389.47,24.95717935,2364.51,0
2566.2,-315.018753,2881.22,1
2632.93,-280.7292406,2913.66,1
2680.74,131.5715985,2549.17,0
2527,72.58531117,2454.41,0
2467.4,-183.4583409,2650.86,0
2472.75,-36.63950009,2509.39,0
2592.62,405.8366712,2186.78,0
2417.8,-277.7812167,2695.58,1
2425.67,-411.5286454,2837.20,1
2532.2,353.1736248,2179.03,0
2485,-485.8971344,2970.90,1
2366,207.3275566,2158.67,0
2669.4,-195.9863774,2865.39,0
2473.95,-15.55476191,2489.50,0
2590.23,405.4744182,2184.76,0
2666.67,227.2287153,2439.44,0
2548,74.24350532,2473.76,0
2490.5,127.1870634,2363.31,0
2450,13.49518339,2436.50,0
2470.33,145.0799865,2325.25,0
2454,134.3290136,2319.67,0
2679.43,-267.521544,2946.95,1
2428,-98.46699557,2526.47,0
2517.1,-301.2778009,2818.38,1
2468.75,50.07556671,2418.67,0
2476.5,108.7117584,2367.79,0
2459.25,-414.8274957,2874.08,1
2656.39,-317.6266916,2974.02,1
2517.5,99.14653229,2418.35,0
2656.53,198.7754472,2457.75,0
2705,257.7780454,2447.22,0
2512.28,-54.11728674,2566.40,0
2535,120.4354367,2414.56,0
2449.2,-243.5996959,2692.80,1
2749.7,-244.3638334,2994.06,1
2488.33,-277.9049624,2766.23,1
2482.5,-17.53917381,2500.04,0
2550,316.0203408,2233.98,0
2401.63,-464.9256181,2866.56,1
2471.56,-72.43844404,2544.00,0
2640,323.6432708,2316.36,0
2356,97.3162616,2258.68,0
2450,288.6944896,2161.31,0
2653.33,-345.0951514,2998.43,1
2515,-404.9129177,2919.91,1
2467.5,299.8802939,2167.62,0
2581.67,-16.33872575,2598.01,0
2389.23,256.8752514,2132.35,0
2485.71,-243.5015225,2729.21,1
2633.33,-211.6968811,2845.03,1
2718.28,-94.27113492,2812.55,0
2653.7,160.2940212,2493.41,0
2701.15,-406.3473345,3107.50,1
2524.53,-443.1971903,2967.73,1
2433,-69.71804636,2502.72,0
2703.25,205.1237446,2498.13,0
2433.33,84.61394841,2348.72,0
2363.57,-132.20382,2495.77,0
2459.6,-523.518827,2983.12,1
2563,148.6501602,2414.35,0
2351,170.3568872,2180.64,0
2441.45,216.4224678,2225.03,0
2491.25,136.8877602,2354.36,0
2519.8,-35.58976121,2555.39,0
2430.31,99.67484161,2330.64,0
2465.58,-28.1743113,2493.75,0
2425,131.3823552,2293.62,0
2666.33,-309.1839261,2975.51,1
2446,22.5982031,2423.40,0
2585,166.2788104,2418.72,0
2688.67,423.5634813,2265.11,0
2485.45,-173.9079154,2659.36,0
2396,-102.8427893,2498.84,0
2563.42,29.49417917,2533.93,0
2573.13,-161.8251106,2734.96,0
2648.95,-42.83052117,2691.78,0
2402.5,-337.2394865,2739.74,1
2550,-143.2327739,2693.23,0
2596.67,374.2354945,2222.43,0
2692.96,-32.45821956,2725.42,0
2541.54,388.7734658,2152.77,0
2740,-100.1500991,2840.15,0
2409.34,328.2783237,2081.06,0
2665,-354.2017385,3019.20,1
2614.77,122.0242132,2492.75,0
2381,-185.509719,2566.51,0
2558.53,121.8896438,2436.64,0
2520,90.90019326,2429.10,0
2428,224.4101905,2203.59,0
2578.23,138.0543286,2440.18,0
2441,162.6089331,2278.39,0
2590.83,-101.1065076,2691.94,0
2627.29,335.1654111,2292.12,0
2588.9,33.94291513,2554.96,0
2496.65,52.85478776,2443.80,0
2524,-113.5285777,2637.53,0
2377.5,21.84306528,2355.66,0
2467.5,-35.88523263,2503.39,0
2514,232.0483568,2281.95,0
2499.33,342.1360704,2157.19,0
2459.63,184.7384892,2274.89,0
2666.67,503.3858882,2163.28,0
2380.8,-95.25025862,2476.05,0
2391.33,-23.17128039,2414.50,0
2473.59,-218.3816321,2691.97,1
2439.72,-267.8532113,2707.57,1
2464.67,388.7509031,2075.92,0
2363.78,676.1887709,1687.59,0
2380,287.9748605,2092.03,0
2703.33,66.76901713,2636.56,0
2475.11,-468.7936494,2943.90,1
2455,84.39061015,2370.61,0
2644,94.45995561,2549.54,0
2674.17,205.3371221,2468.83,0
2638.56,-17.30826757,2655.87,0
2448.43,132.1476477,2316.28,0
2480.67,224.0378273,2256.63,0
2634.24,434.3181658,2199.92,0
2552.5,-710.6912643,3263.19,1
2484.7,308.8764333,2175.82,0
2425.66,-98.63782234,2524.30,0
2392,-58.88304081,2450.88,0
2550,-159.9786515,2709.98,0
2511.94,-175.0536316,2686.99,0
2373.93,-351.4920441,2725.42,1
2403,132.2909112,2270.71,0
2667.2,-94.82365909,2762.02,0
2355,-279.3526209,2634.35,1
2511,-176.5218653,2687.52,0
2425,-93.91608291,2518.92,0
2359.6,191.6725184,2167.93,0
2544,-394.6382237,2938.64,1
2511.18,155.0252468,2356.15,0
2623.91,-159.0179526,2782.93,0
2745,-367.6224316,3112.62,1
2673.9,-141.5122363,2815.41,0
2600,21.28001603,2578.72,0
2615.5,328.2120405,2287.29,0
2468.77,340.0270884,2128.74,0
2384.3,-89.29533639,2473.60,0
2570,18.39981806,2551.60,0
2566.5,-132.9865133,2699.49,0
2547.5,-306.7658889,2854.27,1
2645.33,59.753476,2585.58,0
2719.82,-205.6911456,2925.51,1
2437.5,22.2828358,2415.22,0
2470.33,218.7232047,2251.61,0
2540,299.8454596,2240.15,0
2492.25,214.2179679,2278.03,0
2533.95,-145.1495495,2679.10,0
2736,67.25779689,2668.74,0
2594.2,233.1995064,2361.00,0
2416.72,138.6653944,2278.05,0
2504,-130.4761451,2634.48,0
2374.56,104.1406568,2270.42,0
2566.5,283.1182767,2283.38,0
2617.5,-114.6414494,2732.14,0
2472.87,221.564362,2251.31,0
2505.74,328.8900814,2176.85,0
2362.8,87.80577337,2274.99,0
2426.67,-243.0889681,2669.76,1
2663.5,-33.27464798,2696.77,0
2415.48,-240.685841,2656.17,1
2358.88,-33.4868775,2392.37,0
2438.84,207.8792284,2230.96,0
2471,-243.0205195,2714.02,1
2366.99,-170.1461821,2537.14,0
2353.68,540.3596935,1813.32,0
2688,-426.0057416,3114.01,1
2588.14,-428.3670886,3016.51,1
2406.88,-168.2760457,2575.16,0
2665.33,176.4778693,2488.85,0
2532,-205.6893858,2737.69,1
2528.5,306.3851239,2222.11,0
2588.6,29.58478497,2559.02,0
2357.67,22.4092049,2335.26,0
2516.1,-108.6292546,2624.73,0
2550,-157.9107624,2707.91,0
2531.66,155.449973,2376.21,0
2399.92,322.2692663,2077.65,0
2489.33,-42.84113681,2532.17,0
2473.97,249.4773368,2224.49,0
2510.5,121.041143,2389.46,0
2685,45.68856386,2639.31,0
2414.75,474.4201537,1940.33,0
2654,132.9233998,2521.08,0
2610.25,142.9727366,2467.28,0
2649.5,112.937036,2536.56,0
2354.33,201.680498,2152.65,0
2726,210.4911473,2515.51,0
2405.63,-395.1887494,2800.82,1
2498.2,500.7999059,1997.40,0
2590,118.2343159,2471.77,0
2633.33,416.4964382,2216.83,0
2737.48,-599.8210381,3337.30,1
2544.88,-106.7396658,2651.62,0
2600,34.76534562,2565.23,0
2494.64,-397.8693613,2892.51,1
2412.95,123.9360124,2289.01,0
2608,280.3853187,2327.61,0
2682.68,-192.6301455,2875.31,0
2436.45,-58.45911419,2494.91,0
2686,221.6537817,2464.35,0
2360.67,-85.40393638,2446.07,0
2540,363.1404702,2176.86,0
2362.43,143.6124769,2218.82,0
2670,-236.895745,2906.90,1
2531,434.1690596,2096.83,0
2500,-31.16447754,2531.16,0
2750,76.41979483,2673.58,0
2530,-396.7268802,2926.73,1
2497.28,-256.2987833,2753.58,1
2569,141.8848836,2427.12,0
2388.33,-358.2418294,2746.57,1
2578.6,-17.98798238,2596.59,0
2451.83,9.82829025,2442.00,0
2405.03,305.2576175,2099.77,0
2369.75,-377.706279,2747.46,1
2569.45,-413.0021439,2982.45,1
2556,260.389163,2295.61,0
2512.71,-97.20092561,2609.91,0
2614.39,-290.117024,2904.51,1
2449.8,8.509779893,2441.29,0
2520,-191.3823866,2711.38,0
2749.38,182.8258793,2566.55,0
2367.75,411.3708467,1956.38,0
2436.65,-47.66422671,2484.31,0
2499.88,-95.10861499,2594.99,0
2366,230.2178441,2135.78,0
2500,-11.71728246,2511.72,0
2376,158.7776767,2217.22,0
2641.5,67.55984264,2573.94,0
2598.33,402.3314973,2196.00,0
2430.5,175.0023376,2255.50,0
2475,18.48447727,2456.52,0
2715.63,163.9387334,2551.69,0
2587.5,-261.3428307,2848.84,1
2465,-86.63958346,2551.64,0
2673.7,46.18244026,2627.52,0
2715,-94.83964067,2809.84,0
2431.75,218.7916322,2212.96,0
2512.36,59.46905699,2452.89,0
2506.33,-121.005659,2627.34,0
2365.25,-383.9229482,2749.17,1
2518.33,-514.1597282,3032.49,1
2364.38,-462.3148899,2826.69,1
2353.97,-297.396949,2651.37,1
2737.58,35.51519947,2702.06,0
2454.63,-0.423700165,2455.05,0
2522,190.0763398,2331.92,0
2535.2,229.9821193,2305.22,0
2641.88,402.2567054,2239.62,0
2436.67,-189.9714031,2626.64,0
2545.5,191.3387167,2354.16,0
2572,-404.6090769,2976.61,1
2530,-149.0943316,2679.09,0
2486.5,-134.8055739,2621.31,0
2591.25,300.9252898,2290.32,0
2406.07,-39.02708237,2445.10,0
2527,-42.11586672,2569.12,0
2626.4,57.53386344,2568.87,0
2354.33,-259.2694756,2613.60,1
2741.5,-272.0579635,3013.56,1
2678.2,138.7279405,2539.47,0
2702.5,-78.80256598,2781.30,0
2350,-199.2917802,2549.29,0
2436,259.7802536,2176.22,0
2505,45.62403429,2459.38,0
2564.33,-21.69552978,2586.03,0
2619.75,-513.0026931,3132.75,1
2443.33,-39.55740038,2482.89,0
2455,-56.26620734,2511.27,0
2505,-223.4340254,2728.43,1
2511.26,-63.21528288,2574.48,0
2502,-22.55301648,2524.55,0
2592.93,-40.83447453,2633.76,0
2439,781.1936569,1657.81,0
2534.3,-10.52000693,2544.82,0
2549.6,-348.5521235,2898.15,1
2403.17,54.90543802,2348.26,0
2427.14,297.3437721,2129.80,0
2420.47,320.0014717,2100.47,0
2740,-251.267855,2991.27,1
2388,-235.4256108,2623.43,1
2574.67,-462.9630267,3037.63,1
2586.33,117.9672208,2468.36,0
2652,82.46052619,2569.54,0
2439,183.491642,2255.51,0
2370.34,-51.97252048,2422.31,0
2516.99,214.084004,2302.91,0
2541.2,-205.4601176,2746.66,1
2483.33,227.6486098,2255.68,0
2664.75,288.9506558,2375.80,0
2393,54.77903259,2338.22,0
2558.67,-225.1383468,2783.81,1
2570.58,6.53598065,2564.04,0
2353.25,91.74162173,2261.51,0
2514.58,350.2873429,2164.29,0
2520.07,-105.5654134,2625.64,0
2432,-55.33923405,2487.34,0
2398,435.956931,1962.04,0
2673.67,-492.9227478,3166.59,1
2355.26,156.954415,2198.31,0
2544,39.77727721,2504.22,0
2594.73,511.4149149,2083.32,0
2520.67,388.1337467,2132.54,0
2560.4,167.7743638,2392.63,0
2677.67,414.2344188,2263.44,0
2473.33,83.40932421,2389.92,0
2400,351.2507406,2048.75,0
2417.67,270.5817596,2147.09,0
2355.5,141.6591712,2213.84,0
2682.38,188.5428146,2493.84,0
2690,-9.90305905,2699.90,0
2400,-312.0014693,2712.00,1
2675,350.2584421,2324.74,0
2539,278.1448877,2260.86,0
2528.75,27.81588017,2500.93,0
2750,-122.8320233,2872.83,0
2674.17,334.1455159,2340.02,0
2554.39,-221.4857511,2775.88,1
2556.67,-17.10369512,2573.77,0
2495.1,95.54260183,2399.56,0
2380,-195.7097806,2575.71,0
2525,359.5122304,2165.49,0
2530,265.6249052,2264.38,0
2531,-36.5637064,2567.56,0
2473.71,-444.2485058,2917.96,1
2472.75,148.2890732,2324.46,0
2677.51,6.448962432,2671.06,0
2705.33,87.26124389,2618.07,0
2388,-189.8703181,2577.87,0
2534,270.894347,2263.11,0
2557.5,-155.8074574,2713.31,0
2552.61,355.0874867,2197.52,0
2613.33,-2.533190656,2615.86,0
2669.5,723.6527599,1945.85,0
2540,-493.4160351,3033.42,1
2623.4,-177.0349257,2800.43,0
2358.83,-52.63596278,2411.47,0
2407.5,271.2595909,2136.24,0
2402.06,-429.0402016,2831.10,1
2449,-507.055855,2956.06,1
2703.05,-88.15690732,2791.21,0
2485,-223.2059249,2708.21,1
2391.3,311.7946354,2079.51,0
2681,-180.2157584,2861.22,0
2655,346.3155604,2308.68,0
2456.25,-459.8686871,2916.12,1
2497.64,-287.0200864,2784.66,1
2709.13,-57.61322088,2766.74,0
2496,357.4257127,2138.57,0
2378.47,237.9415578,2140.53,0
2750,439.376245,2310.62,0
2518.89,-274.3004512,2793.19,1
2575,-313.034451,2888.03,1
2391,-500.4630215,2891.46,1
2667.33,-23.48048611,2690.81,0
2476.67,-119.2435453,2595.91,0
2387.45,334.2382995,2053.21,0
2595,240.4168772,2354.58,0
2398.99,333.707069,2065.28,0
2600,348.4068117,2251.59,0
2382,68.43354389,2313.57,0
2360,86.7950373,2273.20,0
2575,291.0774105,2283.92,0
2373.5,-30.30195009,2403.80,0
2554.96,-353.2142835,2908.17,1
2414.72,-204.6665755,2619.39,1
2399.5,24.30743615,2375.19,0
2493.5,-325.3596441,2818.86,1
2477.15,-57.60326566,2534.75,0
2352.19,113.4652019,2238.72,0
2640,-255.8302795,2895.83,1
2616.67,-692.5298563,3309.20,1
2408.39,282.5968977,2125.79,0
2693.67,97.91755166,2595.75,0
2425.25,-246.7091229,2671.96,1
2658.18,-490.1388998,3148.32,1
2379.75,-35.03447698,2414.78,0
2475.33,-12.48393168,2487.81,0
2521.1,531.7201544,1989.38,0
2506,-421.6610417,2927.66,1
2395,153.0623959,2241.94,0
2423.25,79.84520956,2343.40,0
2398.33,22.93870322,2375.39,0
2460.27,-84.84782913,2545.12,0
2487.33,-60.95721741,2548.29,0
2368,262.4646709,2105.54,0
2356.67,-176.1368382,2532.81,0
2575,248.4439708,2326.56,0
2491.84,-266.3195706,2758.16,1
2399,-268.2735223,2667.27,1
2666.25,22.65086948,2643.60,0
2561.5,301.8830723,2259.62,0
2723.33,94.31646402,2629.01,0
2496.25,-26.57298135,2522.82,0
2728,399.1405634,2328.86,0
2719,144.4123212,2574.59,0
2627.7,376.1390278,2251.56,0
2582.5,217.5700676,2364.93,0
2607.5,77.06816488,2530.43,0
2648.5,-344.8792189,2993.38,1
2681.5,64.00872338,2617.49,0
2590.51,163.5396403,2426.97,0
2493.38,136.3169793,2357.06,0
2474.5,207.202563,2267.30,0
2526.67,-110.2777355,2636.95,0
2565,-422.1046482,2987.10,1
2441.75,10.2856376,2431.46,0
2507.5,-430.1873627,2937.69,1
2485.5,127.2001027,2358.30,0
2350.3,300.807559,2049.49,0
2607.13,-135.3458437,2742.48,0
2743.53,-294.4579498,3037.99,1
2386.57,305.122353,2081.45,0
2520,73.64125313,2446.36,0
2547.88,51.23426206,2496.65,0
2568,575.3244518,1992.68,0
2679,-450.5733405,3129.57,1
2360,-165.2199243,2525.22,0
2400.38,87.17240872,2313.21,0
2445.2,440.9781268,2004.22,0
2595,336.5828823,2258.42,0
2396.83,-289.5562461,2686.39,1
2508,-225.6333464,2733.63,1
2491.67,119.7991215,2371.87,0
2420,276.9679432,2143.03,0
2371,-118.2588859,2489.26,0
2551.67,248.4445489,2303.23,0
2500,-76.05062473,2576.05,0
2415.5,-95.23078486,2510.73,0
2465.4,250.6055082,2214.79,0
2353.6,73.18758129,2280.41,0
2465.25,-45.56281319,2510.81,0
2428,-225.4658538,2653.47,1
2375,138.8217519,2236.18,0
2690.33,-314.3126171,3004.64,1
2440,-109.804089,2549.80,0
2699.2,287.8444614,2411.36,0
2420.88,-277.2811904,2698.16,1
2485,-110.2329013,2595.23,0
2522.67,-163.4042955,2686.07,0
2402,-452.4548074,2854.45,1
2666.67,-2.951365016,2669.62,0
2665.67,-34.29709655,2699.97,0
2361.43,-604.8105927,2966.24,1
2456.67,378.6990284,2077.97,0
2740.83,35.10864002,2705.72,0
2350,-82.80101367,2432.80,0
2367.8,164.6153792,2203.18,0
2665.5,250.203264,2415.30,0
2442.33,289.5877755,2152.74,0
2398.11,-81.3590087,2479.47,0
2486.5,-0.109342448,2486.61,0
2469.81,251.8569442,2217.95,0
2455,174.5789071,2280.42,0
2652.65,216.3771567,2436.27,0
2576,-109.0147567,2685.01,0
2470,-123.8647769,2593.86,0
2502.75,5.268619959,2497.48,0
2705,346.5955138,2358.40,0
2705.32,395.9289344,2309.39,0
2481.6,80.08471548,2401.52,0
2448.33,175.7484828,2272.58,0
2370,-129.9201709,2499.92,0
2400,268.8282219,2131.17,0
2552,-330.3413394,2882.34,1
2540,-176.1115336,2716.11,0
2707.75,-182.6993739,2890.45,0
2629.2,275.9048813,2353.30,0
2600,-188.3022712,2788.30,0
2508.75,64.11786657,2444.63,0
2412.36,213.9026255,2198.46,0
2738.5,-178.7997624,2917.30,0
2604,72.34597738,2531.65,0
2583,6.370021006,2576.63,0
2632.77,-195.7802948,2828.55,0
2670,-112.6107828,2782.61,0
2403.3,115.2781923,2288.02,0
2383.83,137.646595,2246.18,0
2741.33,288.9304258,2452.40,0
2380,159.2869849,2220.71,0
2445.97,-338.974525,2784.94,1
2525.63,287.1987146,2238.43,0
2413.75,-398.514883,2812.26,1
2654.6,169.2289032,2485.37,0
2535,572.8115614,1962.19,0
2503,-110.6115271,2613.61,0
2391.67,210.0888411,2181.58,0
2564.5,-323.7382085,2888.24,1
2606.17,183.1428898,2423.03,0
2389.53,233.4213248,2156.11,0
2701.25,-71.61295296,2772.86,0
2579.63,15.21711001,2564.41,0
2461.2,96.19167325,2365.01,0
2365.33,-241.2727946,2606.60,1
2408,431.9524329,1976.05,0
2483.25,-179.9837793,2663.23,0
2468,-355.2131157,2823.21,1
2406.67,-376.2320562,2782.90,1
2671.67,-3.432385774,2675.10,0
2546.5,-676.2941085,3222.79,1
2546.74,85.03775729,2461.70,0
2416.25,464.6179948,1951.63,0
2615,534.8312113,2080.17,0
2653,52.90158908,2600.10,0
2645.83,-311.0392073,2956.87,1
2376.25,64.92148789,2311.33,0
2685.6,180.6823421,2504.92,0
2538.75,177.8477436,2360.90,0
2668.43,262.5783515,2405.85,0
2455.77,109.6639525,2346.11,0
2428.97,62.40081184,2366.57,0
2626.1,175.3651217,2450.73,0
2551.5,201.080168,2350.42,0
2643.33,328.5542679,2314.78,0
2691.4,-54.7291617,2746.13,0
2735.66,51.84482499,2683.82,0
2424,-29.10432749,2453.10,0
2644.1,127.9725276,2516.13,0
2531.5,208.9280873,2322.57,0
2491,195.930507,2295.07,0
2446.25,-92.26971924,2538.52,0
2442.87,-128.2512443,2571.12,0
2426,226.5092271,2199.49,0
2380,53.2185281,2326.78,0
2355,277.290637,2077.71,0
2358.33,162.2325671,2196.10,0
2550,406.5764317,2143.42,0
2506.67,-45.75164487,2552.42,0
2392.5,193.3435007,2199.16,0
2503.75,-81.10487523,2584.85,0
2641.33,-96.69751554,2738.03,0
2674.5,223.8933916,2450.61,0
2475,264.2390903,2210.76,0
2626.75,-217.2472503,2844.00,1
2721.58,-198.2223239,2919.80,0
2450.12,-236.3003561,2686.42,1
2357,-286.2370216,2643.24,1
2596.17,-35.59138733,2631.76,0
2384.24,-299.0990269,2683.34,1
2373.33,166.3083938,2207.02,0
2480.12,-82.82921884,2562.95,0
2630,-193.8986534,2823.90,0
2581.79,-146.4870208,2728.28,0
2745.87,-131.1339016,2877.00,0
2480.25,-107.334746,2587.58,0
2386.25,-468.4255363,2854.68,1
2389.38,-219.4353685,2608.82,1
2539.5,112.6321903,2426.87,0
2445,-32.13588691,2477.14,0
2448.07,-8.932608951,2457.00,0
2555.67,-274.9581906,2830.63,1
2714.03,258.3832367,2455.65,0
2491.75,404.2554383,2087.49,0
2585.54,94.46028371,2491.08,0
2604.18,148.3223922,2455.86,0
2671.07,-98.34498056,2769.41,0
2363.05,-206.4050848,2569.46,1
2395.43,243.1928261,2152.24,0
2433.15,234.8622401,2198.29,0
2525.95,-52.64588301,2578.60,0
2392,214.9085042,2177.09,0
2419.64,221.3473145,2198.29,0
2466.95,64.05569105,2402.89,0
2364.21,-163.5917613,2527.80,0
2472.75,433.3967913,2039.35,0
2530,-150.7643527,2680.76,0
2500,-280.9940186,2780.99,1
2422.67,41.29805783,2381.37,0
2541.83,-246.066891,2787.90,1
2671,92.63749172,2578.36,0
2586.67,-106.6763682,2693.35,0
2369,102.5100834,2266.49,0
2390.75,372.3910219,2018.36,0
2409.5,65.13259256,2344.37,0
2645.3,-287.4406834,2932.74,1
2507,-232.5737615,2739.57,1
2525,392.3622444,2132.64,0
2407.73,76.94300847,2330.79,0
2436,9.06063729,2426.94,0
2479,-163.8188188,2642.82,0
2480,67.83454017,2412.17,0
2592,175.5978352,2416.40,0
2366,11.01005323,2354.99,0
2513.33,-202.9957008,2716.33,1
2693.83,22.8660872,2670.96,0
2530,-10.78438194,2540.78,0
2351,-268.4395662,2619.44,1
2711,-36.27602431,2747.28,0
2580.75,39.63608084,2541.11,0
2726.1,338.9746978,2387.13,0
2414.44,422.6915087,1991.75,0
2727.22,-159.9133613,2887.13,0
2719.33,-386.6609184,3105.99,1
2618.67,206.6815609,2411.99,0
2560,294.0409446,2265.96,0
2399.13,263.0559146,2136.07,0
2462.17,-159.0528018,2621.22,0
2725.85,-75.82505309,2801.68,0
2512.19,-0.974078213,2513.16,0
2474,-113.4811937,2587.48,0
2677.25,-33.87441219,2711.12,0
2579.88,166.5985981,2413.28,0
2556,144.7051085,2411.29,0
2747.59,1.818650887,2745.77,0
2574,-100.7001194,2674.70,0
2441.5,-400.2050509,2841.71,1
2612.86,-133.2629195,2746.12,0
2474,-81.97319864,2555.97,0
2398,154.1495096,2243.85,0
2363.25,173.0091129,2190.24,0
2460,37.39956197,2422.60,0
2586.73,173.7107257,2413.02,0
2626.88,203.7409592,2423.14,0
2545,-714.8764618,3259.88,1
2370.63,-238.9465909,2609.58,1
2488.75,-565.8745794,3054.62,1
2372,-343.5387483,2715.54,1
2652.25,-107.9440931,2760.19,0
2428.03,212.3283546,2215.70,0
2570,-116.4885488,2686.49,0
2724.6,398.403547,2326.20,0
2446.67,352.8619773,2093.81,0
2600.83,315.6477566,2285.18,0
2714,324.2517377,2389.75,0
2423.5,-113.4745649,2536.97,0
2479.5,-105.7626006,2585.26,0
2450,-424.8077618,2874.81,1
2373.33,11.9055423,2361.42,0
2375.4,52.0652628,2323.33,0
2356.6,53.7420322,2302.86,0
2444.25,71.87480629,2372.38,0
2503.38,49.25555956,2454.12,0
2721.25,396.1063104,2325.14,0
2386.1,147.1934496,2238.91,0
2374.75,-15.4111501,2390.16,0
2476,14.53265561,2461.47,0
2408.2,20.58706826,2387.61,0
2566.1,-471.5677729,3037.67,1
2681.71,-286.0916536,2967.80,1
2723.33,293.1933524,2430.14,0
2722,234.0749483,2487.93,0
2353.33,93.04833066,2260.28,0
2530,-107.1538811,2637.15,0
2500,-264.2232911,2764.22,1
2594.9,-11.86482777,2606.76,0
2710,158.6816445,2551.32,0
2744.6,162.6885381,2581.91,0
2681.33,-170.6564509,2851.99,0
2680,-244.6904099,2924.69,1
2416.5,-119.0681409,2535.57,0
2401,-108.6182277,2509.62,0
2507.54,-151.0623023,2658.60,0
2592.75,-77.27336027,2670.02,0
2463.45,-363.9214299,2827.37,1
2624.25,-214.2658842,2838.52,1
2375.5,-49.73186276,2425.23,0
2522.67,-124.7520545,2647.42,0
2601,94.48343756,2506.52,0
2613.33,-114.8031833,2728.13,0
2698.33,-276.2254345,2974.56,1
2450,49.15393129,2400.85,0
2617.5,-81.53679386,2699.04,0
2616,-325.0798863,2941.08,1
2362.24,99.74478169,2262.50,0
2500,-71.0522581,2571.05,0
2426.13,349.963175,2076.17,0
2710.33,164.0018331,2546.33,0
2380,153.9715055,2226.03,0
2742.09,463.18778,2278.90,0
2397.8,154.3981671,2243.40,0
2626.67,242.3577962,2384.31,0
2517.5,91.41905409,2426.08,0
2424.3,-3.459943591,2427.76,0
2574.67,247.2314587,2327.44,0
2504.4,-171.6344386,2676.03,0
2527.5,124.0785125,2403.42,0
2672,134.71161,2537.29,0
2750,-14.39180017,2764.39,0
2443.75,-95.33058437,2539.08,0
2402,-22.93502508,2424.94,0
2448.41,-143.9672905,2592.38,0
2380.4,27.75888228,2352.64,0
2483.33,86.77504603,2396.55,0
2729.5,-159.9585825,2889.46,0
2704.17,-182.8203222,2886.99,0
2570,169.2805816,2400.72,0
2620,430.7564697,2189.24,0
2421.15,49.7935516,2371.36,0
2464.2,-162.2718153,2626.47,0
2532,-116.8278051,2648.83,0
2481.5,51.19536554,2430.30,0
2391.67,502.836591,1888.83,0
2519.53,-214.6488543,2734.18,1
2401.67,436.688399,1964.98,0
2466.23,400.3355771,2065.89,0
2660,240.5862761,2419.41,0
2412.99,156.5991113,2256.39,0
2536.67,98.6093936,2438.06,0
2609.8,160.8696084,2448.93,0
2641.23,-219.4777542,2860.71,1
2474,17.30106712,2456.70,0
2420.2,-90.33692028,2510.54,0
2354.95,-227.2117663,2582.16,1
2705,-151.3693362,2856.37,0
2700,176.5675756,2523.43,0
2529.77,45.56154986,2484.21,0
